 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Município e Ano processamento
Período:Jan/2008-Ago/2020
"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"Total"
"500430 Iguatemi";708429,97;819000,57;954986,53;917063,34;901368,54;896791,57;976747,21;1037557,63;988836,86;909743,63;803032,72;845346,53;483393,84;11242298,94
"500440 Inocência";74074,81;47126,52;120187,58;111134,98;98958,53;81431,24;89837,29;103212,91;96684,22;108022,75;85310,62;72157,59;30803,59;1118942,63
"500450 Itaporã";63465,67;159179,65;214228,55;155523,08;159768,43;89834,42;134036,55;170411,36;168038,59;189293,13;199693,60;269075,16;100768,36;2073316,55
"500460 Itaquiraí";301793,58;370072,67;411951,50;341702,59;353325,03;331608,66;314531,12;280526,04;200920,27;215135,21;154507,57;273470,55;116572,33;3666117,12
"500470 Ivinhema";545130,48;665858,43;556288,24;486719,82;434071,19;523646,05;509708,36;497341,54;556915,31;597936,50;805900,06;841810,95;447815,38;7469142,31
"500500 Jardim";429619,70;408435,59;461855,41;481975,28;508793,10;463065,73;473385,84;439942,72;488853,26;458820,54;465962,74;457102,18;298544,69;5836356,78
"500510 Jateí";47623,07;43450,82;43436,75;47260,97;30763,94;39238,68;42297,88;30216,35;37333,40;29211,32;23567,66;17421,24;14355,35;446177,43
"500515 Juti";46328,13;128929,35;112524,75;81629,63;100409,10;85492,53;82333,26;80301,53;66639,68;63580,94;77891,18;124881,98;69987,76;1120929,82
"500525 Laguna Carapã";72351,10;78950,44;110434,27;104315,57;104195,62;123258,51;87970,19;94280,37;79577,47;61753,20;61867,51;67191,18;20427,43;1066572,86
"500540 Maracaju";777549,34;742611,22;750903,16;835892,86;693877,35;801529,24;860901,60;943318,82;1021190,39;980423,39;989228,34;1053897,43;594498,47;11045821,61
"500560 Miranda";387617,54;370783,14;469296,82;391164,52;371682,48;412122,65;433960,95;405700,75;417486,55;424548,07;455996,31;432256,90;220058,27;5192674,95
"500568 Mundo Novo";863991,61;891870,23;892053,49;488048,17;422854,42;427650,69;589715,71;611296,21;533737,05;417742,38;377465,79;450991,71;208082,30;7175499,76
"500570 Naviraí";1646689,03;1985410,86;1823017,84;1698853,71;1359661,25;1534564,54;1479813,91;1363868,91;1357997,46;1359994,36;1180267,83;1305719,35;982004,48;19077863,53
"500580 Nioaque";154621,73;-;-;-;-;-;28939,24;44365,40;21602,28;21960,56;28245,22;39147,39;2915,36;341797,18
"500600 Nova Alvorada do Sul";169901,98;165665,52;164095,35;187735,80;203906,88;150952,58;195274,57;190536,29;184436,56;148269,77;187766,96;314774,74;197721,51;2461038,51
"500620 Nova Andradina";1091091,94;1261114,89;1189421,61;1256463,43;1349989,29;1357835,57;1381399,30;1415940,70;1454493,38;1859806,25;1825878,83;2109885,71;1041592,35;18594913,25
"500625 Novo Horizonte do Sul";108464,55;117009,77;85137,70;108719,16;91379,02;105480,34;108644,23;87321,28;113966,96;87822,08;55735,48;93420,20;40593,56;1203694,33
"500630 Paranaíba";1807230,09;2180786,14;2266511,90;2108247,03;2388028,64;2355915,80;2425730,48;2242551,08;2019559,09;1799277,02;2258525,00;2331077,85;1155926,16;27339366,28
"500635 Paranhos";274773,75;325345,17;283811,61;251068,37;248156,02;280956,57;284162,45;252466,60;215078,87;316657,33;351594,22;336959,67;185178,18;3606208,81
"500640 Pedro Gomes";152224,77;96758,56;158870,69;149705,33;130198,67;144138,14;107382,29;43873,32;58429,95;79921,57;97675,67;95959,48;21512,47;1336650,91
"500660 Ponta Porã";1964478,76;2196342,60;2221190,73;2011237,23;2104580,10;2074379,73;2181975,52;1865713,16;2041766,27;1927210,29;2436120,80;4364994,44;3210562,44;30600552,07
"500690 Porto Murtinho";117026,08;231723,15;274421,24;241547,64;155088,63;232718,65;247590,26;239257,43;225978,83;145966,60;210806,76;244933,63;164086,35;2731145,25
"500710 Ribas do Rio Pardo";144521,22;94772,95;157017,13;129029,12;250735,93;247516,00;293208,97;239619,41;259887,72;144139,31;236932,42;218847,72;106279,10;2522507,00
"500720 Rio Brilhante";820390,25;769566,63;700848,56;805923,62;797856,12;587126,95;842901,38;772201,93;708256,06;838376,89;898385,93;918022,98;434854,83;9894712,13
"500730 Rio Negro";91756,54;82503,35;88815,66;75632,28;72760,16;67615,71;56362,32;74924,09;69720,64;94810,19;109152,58;107015,44;67782,93;1058851,89
"500740 Rio Verde de Mato Grosso";506544,38;500086,61;618715,99;411401,15;224057,57;145544,10;162376,67;201435,94;241550,69;231937,41;232239,50;354428,75;234669,20;4064987,96
"500750 Rochedo";6528,51;-;11924,08;-;-;8737,20;-;-;-;-;-;-;-;27189,79
"500755 Santa Rita do Pardo";99768,41;83960,13;90258,97;85123,05;58318,13;72226,93;78760,53;76820,06;33711,57;51223,17;56414,49;45872,79;20745,15;853203,38
"500769 São Gabriel do Oeste";740420,64;771845,98;790771,96;789259,92;816570,44;1019992,51;1057104,64;1139311,67;1000218,51;1011669,38;1102457,61;1279069,75;574371,16;12093064,17
"500780 Selvíria";-;2497,15;-;-;-;-;-;-;-;-;-;-;-;2497,15
"500770 Sete Quedas";382568,75;405041,91;493897,07;303019,73;175763,72;218718,55;190609,58;145303,19;234991,79;280096,39;327462,12;279198,08;118628,59;3555299,47
"500790 Sidrolândia";601132,16;670045,76;717144,35;677268,12;767541,57;798576,62;799450,37;649609,87;541878,17;457808,42;504775,82;533275,05;267341,90;7985848,18
"500793 Sonora";213423,92;173673,28;239427,47;246325,68;225866,51;174169,73;176409,34;149707,26;189754,10;245869,92;197050,39;182451,76;94610,57;2508739,93
"500795 Tacuru";119636,59;175167,49;189110,70;154152,58;186665,32;205535,18;223331,13;247529,51;198916,05;202069,86;221209,67;260689,99;119326,04;2503340,11
"500797 Taquarussu";94692,75;88620,00;78936,88;91969,61;70814,55;102880,34;89161,70;84746,45;40600,09;7872,30;41906,90;58513,48;25446,21;876161,26
"500830 Três Lagoas";4598313,98;5127469,22;5596428,74;5987888,64;5435416,97;6266324,96;6616933,76;7650537,23;7980283,17;8138604,37;7875341,38;8393716,30;5217540,08;84884798,80
"500840 Vicentina";54979,73;61094,05;84745,29;56649,09;82305,64;76201,99;82239,57;104672,07;97803,50;120961,40;111972,17;130058,22;65505,87;1129188,59
"510020 Água Boa";952876,91;390466,61;1007803,15;1467093,07;1368538,23;1529671,45;1450449,94;1535361,07;1425270,62;1373459,99;1402376,71;1500132,94;615465,31;16018966,00
"510025 Alta Floresta";1376139,40;1551395,11;1503348,28;1395001,53;372922,30;1636309,47;2228503,49;2078361,67;2533382,86;2639531,49;2813039,13;2964600,44;1759742,82;24852277,99
"510030 Alto Araguaia";283953,72;427522,10;279974,42;308232,80;220331,68;211778,45;214726,88;267142,70;268783,94;140118,61;139895,23;223554,80;100049,06;3086064,39
"510060 Alto Taquari";-;-;11731,85;111348,36;136986,08;131626,54;123234,00;108137,95;126232,37;98056,82;94970,93;81544,30;44212,28;1068081,48
"510080 Apiacás";186040,12;233153,53;173001,99;203307,60;216125,28;191057,80;171118,51;164436,40;142809,50;150191,22;130528,68;134301,96;72115,47;2168188,06
"510100 Araguaiana";31729,73;-;-;-;-;-;-;-;-;-;-;-;-;31729,73
"510125 Araputanga";360304,53;359198,71;324419,95;294030,02;256999,78;210899,85;8764,92;-;-;-;-;23624,49;13889,35;1852131,60
"510130 Arenápolis";283536,61;288482,56;261194,93;198343,66;266521,17;387327,99;212634,77;-;66482,94;-;-;-;-;1964524,63
"510140 Aripuanã";461961,84;486985,31;432825,53;415138,69;434177,80;355793,84;383867,96;340957,84;348446,94;338673,46;402785,94;342920,49;172106,76;4916642,40
"510170 Barra do Bugres";1260279,35;1348840,04;1275123,98;1203169,67;915946,93;1063820,12;935411,12;527985,40;1026483,29;1014445,69;1105897,46;1252343,16;572321,75;13502067,96
"510180 Barra do Garças";1606548,32;2439817,44;2139677,76;2400083,12;2103190,47;2388617,55;2096153,58;2458166,96;2706494,45;2563096,10;2756200,52;3677810,95;2761062,95;32096920,17
"510190 Brasnorte";300002,84;311677,47;320641,35;355568,07;326325,29;345833,36;324528,83;310550,25;332687,21;370284,87;383705,48;399018,56;286044,02;4366867,60
"510250 Cáceres";6297576,30;7979908,41;7599437,48;7874876,91;8937232,52;10148717,81;9711647,08;8999046,82;9547895,40;8984671,95;9278749,42;10904540,68;6176778,72;112441079,50
"510260 Campinápolis";268609,89;263589,28;168410,56;255214,45;173507,98;134535,99;150299,03;190948,05;195085,10;230414,37;226339,87;239855,03;84509,08;2581318,68
"510263 Campo Novo do Parecis";500018,84;564534,86;361446,70;569629,90;628084,58;810599,21;679399,22;741547,86;676482,46;685330,76;631972,05;746251,08;244364,66;7839662,18
"510267 Campo Verde";705276,48;727343,96;652527,64;644445,57;687804,12;913621,28;820141,82;1148982,53;1178852,76;1038045,02;1059674,88;1073968,37;663774,47;11314458,90
"510268 Campos de Júlio";-;-;-;-;-;-;-;-;-;-;-;76039,63;144977,30;221016,93
"510270 Canarana";306266,95;351435,34;335745,11;306191,12;253436,09;67871,54;-;-;-;10037,61;236290,58;394199,74;221874,06;2483348,14
"510279 Carlinda";276038,82;353623,30;318788,24;302712,95;264133,82;226679,80;165723,03;62051,16;-;-;-;-;-;1969751,12
"510300 Chapada dos Guimarães";148654,43;-;93742,25;77706,02;77905,12;58560,25;51178,70;-;-;-;-;-;-;507746,77
"510305 Cláudia";285908,34;268382,88;190483,49;114918,09;109172,58;-;-;-;165356,56;187869,75;280120,06;230026,23;125886,98;1958124,96
"510310 Cocalinho";147515,17;143568,94;123933,82;99823,70;108828,75;80308,34;81048,39;76086,73;87014,20;83188,10;79015,06;82010,99;37617,42;1229959,61
"510320 Colíder";1278069,17;1434024,73;1792661,51;1639142,28;2434118,64;2897430,10;2730463,62;2919485,79;1996905,94;2483907,22;2204804,58;2950066,14;1781351,01;28542430,73
"510325 Colniza";353809,34;123378,24;360709,48;470870,79;324672,75;332996,94;415371,86;206729,39;112524,70;17557,15;339930,40;376589,83;244121,37;3679262,24
"510330 Comodoro";858474,89;688251,07;485736,55;580178,10;541233,36;755569,76;962015,52;1038912,90;1002751,66;950722,75;952872,28;752191,07;414594,80;9983504,71
"510335 Confresa";797279,57;1216896,89;1422070,26;1357871,41;1356368,58;979248,30;880729,83;1121983,84;1349669,06;1423709,25;1699633,40;1718889,11;951246,34;16275595,84
"510337 Cotriguaçu";187645,00;241188,83;305657,97;237353,37;109812,28;193874,35;218498,57;297839,28;336819,48;259353,28;255814,25;224885,58;143087,05;3011829,29
"510340 Cuiabá";39945352,29;58124986,67;62418553,99;62064607,70;65147231,89;68867036,92;77726801,84;84858588,62;89775072,75;90601552,90;87305829,53;77565204,81;43806187,92;908207007,83
"510345 Denise";193006,49;184449,46;206336,11;231156,37;238175,38;220981,34;150833,53;171054,32;176072,80;55965,49;-;-;-;1828031,29
"510350 Diamantino";579127,31;486545,30;554781,10;837057,23;831241,76;461713,63;185228,89;460896,07;373888,95;613193,52;555738,03;681859,82;393148,09;7014419,70
"510360 Dom Aquino";169832,84;196504,60;180683,19;208956,02;167006,93;174049,14;169536,23;172891,76;162458,05;157678,05;174496,45;161575,82;88090,80;2183759,88
"510385 Gaúcha do Norte";110211,78;82016,68;85139,06;65818,84;62353,71;77766,88;34332,05;25179,57;9895,87;8612,80;12830,17;50214,20;41740,44;666112,05
"510390 General Carneiro";62389,92;62762,53;66136,81;64974,77;52084,19;62175,45;50588,33;56747,37;63389,76;61498,08;55254,15;54641,20;46257,58;758900,14
"510395 Glória D'Oeste";44516,06;-;-;-;-;-;-;-;-;-;-;-;-;44516,06
"510410 Guarantã do Norte";893490,07;745795,42;697827,07;665954,75;607331,29;655938,05;626894,88;453459,57;566830,56;587634,02;651311,90;754137,63;310773,36;8217378,57
"510420 Guiratinga";246712,81;270526,94;291136,01;270161,16;278993,19;269220,31;244121,51;244781,03;187016,37;222737,46;225315,18;158245,16;65796,60;2974763,73
"510455 Itaúba";115616,55;134207,97;74055,09;58668,63;55782,80;34834,80;-;-;-;-;-;-;-;473165,84
"510460 Itiquira";61228,53;132699,07;145986,25;139404,93;81983,05;57306,48;31344,62;134768,62;207417,89;188191,13;190809,11;199324,63;70630,53;1641094,84
"510480 Jaciara";573894,79;526317,40;572268,06;571452,67;508738,29;509871,92;512883,65;498542,27;466049,97;560376,98;579055,13;674893,71;208125,68;6762470,52
"510500 Jauru";215257,41;213840,34;206275,76;210994,88;236017,13;97558,80;-;-;-;-;127535,18;94380,87;46907,60;1448767,97
"510510 Juara";1193420,79;1193689,78;1212030,54;1085415,82;1029700,13;681476,68;746753,53;711175,40;787024,73;761258,87;576468,64;753698,54;510058,97;11242172,42
"510515 Juína";1872344,37;1915583,14;1758827,30;1447202,82;1170621,44;1251041,94;1450062,35;1306436,09;1529792,58;1282072,67;1989942,25;1861071,03;1385067,83;20220065,81
"510517 Juruena";172481,31;161788,93;177310,13;168822,05;150570,78;158934,30;181753,52;174420,33;192312,53;188258,93;185184,19;207481,96;141028,00;2260346,96
"510520 Juscimeira";149660,63;156869,79;136549,11;226115,28;185122,00;135438,54;175572,34;93769,87;124456,14;178392,68;167897,07;164908,70;50538,54;1945290,69
"510525 Lucas do Rio Verde";718860,04;836325,63;769012,78;591839,53;611795,30;624499,63;764407,55;1393854,14;801752,66;891000,65;1862940,70;1813230,10;1260193,97;12939712,68
"510558 Marcelândia";196323,04;337881,07;289473,29;198316,97;184614,17;204364,42;269618,39;239933,48;259422,65;265070,36;272933,47;223045,11;140365,40;3081361,82
"510560 Matupá";-;259243,39;193906,63;230468,47;206376,07;245916,78;321200,62;306229,11;327155,15;310388,76;309797,81;343018,40;207494,41;3261195,60
"510562 Mirassol d'Oeste";644699,61;634992,56;487442,79;361843,00;279889,91;135227,18;95373,30;223851,32;259682,02;286938,86;284108,16;292804,17;128234,29;4115087,17
"510590 Nobres";469420,48;510475,87;485322,85;562725,72;583631,74;615792,59;647137,96;642352,09;625831,28;598632,27;559140,70;585664,00;455876,14;7342003,69
"510600 Nortelândia";192683,05;254314,21;244294,49;233112,77;263727,80;70329,87;198158,36;235464,46;172580,99;60575,52;76711,07;84282,09;-;2086234,68
"510610 Nossa Senhora do Livramento";131124,35;157218,11;165117,16;86032,69;92476,92;101041,37;79624,56;85152,14;63940,85;50596,45;39814,07;27704,25;39475,43;1119318,35
"510620 Nova Brasilândia";47609,49;22157,52;38490,31;-;-;-;-;-;-;-;-;-;-;108257,32
"510621 Nova Canaã do Norte";246579,46;144349,80;162278,36;168566,15;31308,93;3553,20;-;-;-;-;-;-;-;756635,90
"510622 Nova Mutum";372392,98;478628,29;469520,23;468310,19;560454,07;809251,57;861602,28;1082876,21;948483,38;1124706,73;961549,84;1101074,40;758698,09;9997548,26
"510623 Nova Olímpia";374935,10;549420,95;469655,09;584084,68;542201,32;492674,59;483323,31;554037,50;512801,30;476554,13;584232,30;600306,99;307465,77;6531693,03
"510625 Nova Xavantina";362236,26;213621,87;264534,99;358398,58;267544,21;183887,02;141930,22;219364,10;440129,71;392199,95;364349,45;436686,52;301657,85;3946540,73
"510627 Novo Horizonte do Norte";65150,24;82339,34;87865,06;16546,28;40371,85;46353,75;35043,60;42110,01;70852,21;57050,61;38510,69;46439,44;22955,93;651589,01
"510628 Novo São Joaquim";179116,03;175200,64;83392,15;130156,94;111152,43;60858,43;85672,25;92495,80;49833,45;48455,46;32034,37;100256,90;94723,91;1243348,76
"510629 Paranaíta";237753,08;252720,04;277958,61;312222,94;284665,91;334038,37;308435,17;303514,61;70363,89;94843,47;95728,48;83880,00;48774,31;2704898,88
"510630 Paranatinga";364137,47;411234,09;358124,00;400485,15;406240,38;280240,87;371812,31;375829,15;307897,05;354852,44;439702,35;405198,53;242430,65;4718184,44
"510637 Pedra Preta";131579,28;125850,05;152723,58;192405,05;183099,00;101963,49;158196,45;177784,48;186940,92;176048,14;171271,82;107586,51;61108,73;1926557,50
"510642 Peixoto de Azevedo";914647,36;889520,73;802501,01;740605,43;937673,94;834714,26;801537,91;981733,11;1215967,15;1444416,34;1501417,87;1693737,71;1043290,52;13801763,34
"510650 Poconé";712426,14;849054,88;889708,81;878474,87;1000390,52;1031141,95;864455,48;758656,28;554115,25;397389,55;501066,47;594274,63;355200,06;9386354,89
"510670 Ponte Branca";60881,97;57155,84;53894,12;65901,31;55819,49;64922,73;41436,71;33129,47;41323,34;24240,36;38137,72;32078,46;5432,23;574353,75
"510675 Pontes e Lacerda";903629,51;1160869,47;1102753,31;1031444,95;897072,18;1083605,42;1021610,07;1057683,74;1104913,21;1146479,85;1271000,29;1363560,09;1001018,80;14145640,89
"510677 Porto Alegre do Norte";179383,94;200817,53;151618,59;90977,30;44370,58;42595,49;48580,54;-;-;-;-;-;-;758343,97
"510680 Porto dos Gaúchos";103243,29;102403,17;50515,29;45288,28;49321,58;52565,86;57104,61;82044,54;85240,21;76890,08;97623,31;87602,38;91330,24;981172,84
"510700 Poxoréo";430991,85;469494,45;441937,83;443619,08;624386,15;929640,34;768462,29;426471,27;394648,92;385258,38;442018,81;485334,54;350374,05;6592637,96
"510704 Primavera do Leste";1054649,29;1143268,24;1184233,09;1382651,55;898354,97;1102380,26;1777051,34;2515825,76;2947138,39;3608512,11;3935068,13;4094996,67;2667187,53;28311317,33
"510706 Querência";225913,85;224435,84;211698,38;205887,98;171755,88;198616,83;248862,36;385812,14;381610,91;425414,95;339778,87;521954,45;227654,51;3769396,95
"510718 Ribeirão Cascalheira";101619,28;197564,24;153614,52;119039,84;119048,77;89647,70;92817,92;75850,82;89215,10;76235,76;67282,01;120523,91;46039,74;1348499,61
"510719 Ribeirãozinho";54721,53;68833,22;50784,32;53368,65;54487,70;58320,54;63409,07;60213,98;61370,06;55600,37;50364,42;43176,64;11826,51;686477,01
"510720 Rio Branco";153766,78;138500,27;104031,58;101938,02;90201,85;89177,52;92891,56;77630,47;106940,68;89750,29;92471,45;44295,88;12485,60;1194081,95
"510760 Rondonópolis";9024738,71;11721377,53;14720409,29;14214264,59;15982167,19;16049337,80;16929363,12;18370473,39;18996964,36;22483379,92;26498108,20;26980873,36;21101392,04;233072849,50
"510770 Rosário Oeste";419519,28;439735,80;347224,69;430109,52;492549,54;252847,15;266249,56;-;235906,53;471834,52;317549,01;481734,67;283376,62;4438636,89
"510775 Salto do Céu";60055,08;56426,78;57326,11;36212,07;38133,07;51860,59;60085,33;58004,14;44528,38;58623,87;47242,85;33718,50;18229,44;620446,21
"510777 Santa Terezinha";108376,84;135706,09;159911,10;102231,19;55720,80;41338,63;47238,89;45361,35;73879,41;118833,36;145020,95;104459,24;33234,21;1171312,06
"510780 Santo Antônio do Leverger";12166,51;65638,36;67396,16;52655,25;39310,10;-;-;-;-;-;-;-;-;237166,38
"510785 São Félix do Araguaia";354076,07;551404,99;526953,43;453309,63;496296,61;501316,97;479143,33;334494,22;410740,98;493332,93;489161,21;545541,75;293543,45;5929315,57
"510730 São José do Rio Claro";496187,22;412422,39;482139,60;443401,10;521997,74;515399,48;388931,72;449208,85;448462,43;450897,11;370687,22;356597,21;186388,22;5522720,29
"510735 São José do Xingu";123365,19;161052,71;121215,24;-;-;-;-;-;-;-;-;-;-;405633,14
"510710 São José dos Quatro Marcos";314393,96;426339,43;400136,14;283036,32;297261,55;27449,62;-;-;-;-;-;-;-;1748617,02
"510787 Sapezal";417340,37;484691,16;465411,49;431744,91;455427,85;484265,14;488524,27;385952,80;451226,30;476476,39;442260,46;476640,81;437264,86;5897226,81
